LedgerLineId,PostingDate,FinancialMonth,CostCentreCode,AccountCode,AccountDescription,SpendType,AmountGBP,Description,SourceDocumentRef
LW-00000205,2025-09-10,2025-09,CC-URG-401,7100,Medical supplies,non-pay,1985.79,Demo posting Medical supplies,DEMO-INV-42192
LW-00000206,2025-09-09,2025-09,CC-URG-401,6200,Bank staff,pay,699.71,Demo posting Bank staff,DEMO-INV-42402
LW-00000207,2025-09-24,2025-09,CC-MH-210,7100,Medical supplies,non-pay,2166.46,Demo posting Medical supplies,DEMO-INV-75852
LW-00000208,2025-09-04,2025-09,CC-PAL-330,7200,Equipment,non-pay,1279.32,Demo posting Equipment,DEMO-INV-38537
LW-00000209,2025-09-12,2025-09,CC-DEN-115,6200,Bank staff,pay,551.09,Demo posting Bank staff,DEMO-INV-20702
LW-00000210,2025-09-10,2025-09,CC-URG-401,7100,Medical supplies,non-pay,1816.85,Demo posting Medical supplies,DEMO-INV-27793
LW-00000211,2025-09-29,2025-09,CC-MH-210,6200,Bank staff,pay,991.75,Demo posting Bank staff,DEMO-INV-73217
LW-00000212,2025-09-26,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,1274.39,Demo posting Medical supplies,DEMO-INV-18020
LW-00000213,2025-09-13,2025-09,CC-DEN-115,7200,Equipment,non-pay,570.41,Demo posting Equipment,DEMO-INV-27120
LW-00000214,2025-09-06,2025-09,CC-MH-210,6100,Agency nursing,pay,2117.09,Demo posting Agency nursing,DEMO-INV-71356
LW-00000215,2025-09-26,2025-09,CC-DEN-115,6200,Bank staff,pay,1509.51,Demo posting Bank staff,DEMO-INV-83460
LW-00000216,2025-09-10,2025-09,CC-DEN-115,6200,Bank staff,pay,566.71,Demo posting Bank staff,DEMO-INV-69025
LW-00000217,2025-09-22,2025-09,CC-DEN-115,7200,Equipment,non-pay,1015.53,Demo posting Equipment,DEMO-INV-30575
LW-00000218,2025-09-10,2025-09,CC-URG-401,7100,Medical supplies,non-pay,1681.05,Demo posting Medical supplies,DEMO-INV-66067
LW-00000219,2025-09-20,2025-09,CC-URG-401,6100,Agency nursing,pay,1721.13,Demo posting Agency nursing,DEMO-INV-49326
LW-00000220,2025-09-20,2025-09,CC-MH-210,7100,Medical supplies,non-pay,491.04,Demo posting Medical supplies,DEMO-INV-23169
LW-00000221,2025-09-18,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,2025.77,Demo posting Medical supplies,DEMO-INV-43766
LW-00000222,2025-09-16,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,2414.53,Demo posting Medical supplies,DEMO-INV-15910
LW-00000223,2025-09-10,2025-09,CC-URG-401,6200,Bank staff,pay,447.37,Demo posting Bank staff,DEMO-INV-39202
LW-00000224,2025-09-08,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1753.45,Demo posting Medical supplies,DEMO-INV-23614
LW-00000225,2025-09-21,2025-09,CC-DEN-115,6200,Bank staff,pay,965.12,Demo posting Bank staff,DEMO-INV-81240
LW-00000226,2025-09-01,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1750.6,Demo posting Medical supplies,DEMO-INV-85379
LW-00000227,2025-09-19,2025-09,CC-DEN-115,7200,Equipment,non-pay,1142.7,Demo posting Equipment,DEMO-INV-63566
LW-00000228,2025-09-17,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,317.08,Demo posting Medical supplies,DEMO-INV-23867
LW-00000229,2025-09-01,2025-09,CC-CORP-900,6200,Bank staff,pay,2428.03,Demo posting Bank staff,DEMO-INV-26903
LW-00000230,2025-09-10,2025-09,CC-PAL-330,7200,Equipment,non-pay,2481.04,Demo posting Equipment,DEMO-INV-13251
LW-00000231,2025-09-01,2025-09,CC-DEN-115,6100,Agency nursing,pay,1919.39,Demo posting Agency nursing,DEMO-INV-26280
LW-00000232,2025-09-01,2025-09,CC-CORP-900,6200,Bank staff,pay,705.47,Demo posting Bank staff,DEMO-INV-63206
LW-00000233,2025-09-21,2025-09,CC-PAL-330,7200,Equipment,non-pay,580.44,Demo posting Equipment,DEMO-INV-93454
LW-00000234,2025-09-09,2025-09,CC-PAL-330,6100,Agency nursing,pay,1338.33,Demo posting Agency nursing,DEMO-INV-54949
LW-00000235,2025-09-22,2025-09,CC-CORP-900,6200,Bank staff,pay,736.68,Demo posting Bank staff,DEMO-INV-25944
LW-00000236,2025-09-21,2025-09,CC-CORP-900,6100,Agency nursing,pay,1930.7,Demo posting Agency nursing,DEMO-INV-73180
LW-00000237,2025-09-09,2025-09,CC-CORP-900,6200,Bank staff,pay,2384.14,Demo posting Bank staff,DEMO-INV-62587
LW-00000238,2025-09-07,2025-09,CC-DEN-115,7200,Equipment,non-pay,476.88,Demo posting Equipment,DEMO-INV-84529
LW-00000239,2025-09-29,2025-09,CC-CORP-900,7200,Equipment,non-pay,744.94,Demo posting Equipment,DEMO-INV-38802
LW-00000240,2025-09-15,2025-09,CC-PAL-330,6200,Bank staff,pay,1505.01,Demo posting Bank staff,DEMO-INV-51366
LW-00000241,2025-09-24,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,1669.85,Demo posting Medical supplies,DEMO-INV-30532
LW-00000242,2025-09-25,2025-09,CC-DEN-115,6100,Agency nursing,pay,1142.82,Demo posting Agency nursing,DEMO-INV-42648
LW-00000243,2025-09-07,2025-09,CC-DEN-115,6200,Bank staff,pay,1671.1,Demo posting Bank staff,DEMO-INV-54314
LW-00000244,2025-09-12,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1940.34,Demo posting Medical supplies,DEMO-INV-91804
LW-00000245,2025-09-08,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,558.96,Demo posting Medical supplies,DEMO-INV-50597
LW-00000246,2025-09-01,2025-09,CC-DEN-115,6200,Bank staff,pay,1054.76,Demo posting Bank staff,DEMO-INV-97148
LW-00000247,2025-09-14,2025-09,CC-CORP-900,6200,Bank staff,pay,2206.74,Demo posting Bank staff,DEMO-INV-18455
LW-00000248,2025-09-27,2025-09,CC-PAL-330,6100,Agency nursing,pay,522.81,Demo posting Agency nursing,DEMO-INV-44859
LW-00000249,2025-09-12,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,1111.77,Demo posting Medical supplies,DEMO-INV-83954
LW-00000250,2025-09-08,2025-09,CC-DEN-115,6100,Agency nursing,pay,985.51,Demo posting Agency nursing,DEMO-INV-51108
LW-00000251,2025-09-03,2025-09,CC-URG-401,6200,Bank staff,pay,322.41,Demo posting Bank staff,DEMO-INV-51652
LW-00000252,2025-09-29,2025-09,CC-CORP-900,6100,Agency nursing,pay,319.76,Demo posting Agency nursing,DEMO-INV-37872
LW-00000253,2025-09-22,2025-09,CC-MH-210,6100,Agency nursing,pay,417.01,Demo posting Agency nursing,DEMO-INV-44387
LW-00000254,2025-09-08,2025-09,CC-URG-401,6100,Agency nursing,pay,832.53,Demo posting Agency nursing,DEMO-INV-57511
LW-00000255,2025-09-07,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,452.67,Demo posting Medical supplies,DEMO-INV-65849
LW-00000256,2025-09-06,2025-09,CC-DEN-115,6100,Agency nursing,pay,1683.98,Demo posting Agency nursing,DEMO-INV-82006
LW-00000257,2025-09-29,2025-09,CC-DEN-115,6100,Agency nursing,pay,2478.15,Demo posting Agency nursing,DEMO-INV-92918
LW-00000258,2025-09-11,2025-09,CC-PAL-330,6100,Agency nursing,pay,1352.98,Demo posting Agency nursing,DEMO-INV-24995
LW-00000259,2025-09-22,2025-09,CC-CORP-900,6200,Bank staff,pay,112.12,Demo posting Bank staff,DEMO-INV-67232
LW-00000260,2025-09-14,2025-09,CC-URG-401,7100,Medical supplies,non-pay,623.29,Demo posting Medical supplies,DEMO-INV-51241
LW-00000261,2025-09-30,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,1095.3,Demo posting Medical supplies,DEMO-INV-60355
LW-00000262,2025-09-04,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,627.6,Demo posting Medical supplies,DEMO-INV-54252
LW-00000263,2025-09-09,2025-09,CC-MH-210,7200,Equipment,non-pay,766.47,Demo posting Equipment,DEMO-INV-11397
LW-00000264,2025-09-04,2025-09,CC-DEN-115,6100,Agency nursing,pay,1364.54,Demo posting Agency nursing,DEMO-INV-94118
LW-00000265,2025-09-01,2025-09,CC-CORP-900,7200,Equipment,non-pay,1941.03,Demo posting Equipment,DEMO-INV-10892
LW-00000266,2025-09-25,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1187.11,Demo posting Medical supplies,DEMO-INV-23139
LW-00000267,2025-09-19,2025-09,CC-CORP-900,6100,Agency nursing,pay,778.97,Demo posting Agency nursing,DEMO-INV-40325
LW-00000268,2025-09-19,2025-09,CC-CORP-900,6100,Agency nursing,pay,883.03,Demo posting Agency nursing,DEMO-INV-28833
LW-00000269,2025-09-16,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1389.33,Demo posting Medical supplies,DEMO-INV-35718
LW-00000270,2025-09-13,2025-09,CC-MH-210,7200,Equipment,non-pay,647.18,Demo posting Equipment,DEMO-INV-52819
LW-00000271,2025-09-20,2025-09,CC-URG-401,6100,Agency nursing,pay,1441.23,Demo posting Agency nursing,DEMO-INV-58144
LW-00000272,2025-09-05,2025-09,CC-MH-210,6200,Bank staff,pay,532.94,Demo posting Bank staff,DEMO-INV-71157
LW-00000273,2025-09-01,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,2013.71,Demo posting Medical supplies,DEMO-INV-80255
LW-00000274,2025-09-13,2025-09,CC-MH-210,7200,Equipment,non-pay,849.98,Demo posting Equipment,DEMO-INV-64116
LW-00000275,2025-09-25,2025-09,CC-DEN-115,6200,Bank staff,pay,1497.46,Demo posting Bank staff,DEMO-INV-21725
LW-00000276,2025-09-17,2025-09,CC-CORP-900,6100,Agency nursing,pay,1428.04,Demo posting Agency nursing,DEMO-INV-77768
LW-00000277,2025-09-08,2025-09,CC-MH-210,7200,Equipment,non-pay,200.2,Demo posting Equipment,DEMO-INV-84525
LW-00000278,2025-09-17,2025-09,CC-PAL-330,6200,Bank staff,pay,439.87,Demo posting Bank staff,DEMO-INV-32773
LW-00000279,2025-09-26,2025-09,CC-CORP-900,6200,Bank staff,pay,523.25,Demo posting Bank staff,DEMO-INV-34357
LW-00000280,2025-09-03,2025-09,CC-PAL-330,6100,Agency nursing,pay,1596.94,Demo posting Agency nursing,DEMO-INV-61747
LW-00000281,2025-09-04,2025-09,CC-URG-401,7200,Equipment,non-pay,2140.77,Demo posting Equipment,DEMO-INV-87645
LW-00000282,2025-09-14,2025-09,CC-MH-210,6200,Bank staff,pay,2074.86,Demo posting Bank staff,DEMO-INV-44485
LW-00000283,2025-09-11,2025-09,CC-CORP-900,6100,Agency nursing,pay,2298.99,Demo posting Agency nursing,DEMO-INV-29765
LW-00000284,2025-09-29,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,51.17,Demo posting Medical supplies,DEMO-INV-12613
LW-00000285,2025-09-18,2025-09,CC-MH-210,6200,Bank staff,pay,1335.79,Demo posting Bank staff,DEMO-INV-72767
LW-00000286,2025-09-27,2025-09,CC-DEN-115,6100,Agency nursing,pay,138.1,Demo posting Agency nursing,DEMO-INV-14748
LW-00000287,2025-09-04,2025-09,CC-PAL-330,6100,Agency nursing,pay,791.35,Demo posting Agency nursing,DEMO-INV-50711
LW-00000288,2025-09-23,2025-09,CC-DEN-115,6100,Agency nursing,pay,2008.89,Demo posting Agency nursing,DEMO-INV-54676
LW-00000289,2025-09-07,2025-09,CC-URG-401,7200,Equipment,non-pay,1129.54,Demo posting Equipment,DEMO-INV-87870
LW-00000290,2025-09-27,2025-09,CC-CORP-900,6100,Agency nursing,pay,2008.11,Demo posting Agency nursing,DEMO-INV-70164
LW-00000291,2025-09-13,2025-09,CC-MH-210,6200,Bank staff,pay,1219.95,Demo posting Bank staff,DEMO-INV-18939
LW-00000292,2025-09-12,2025-09,CC-URG-401,6200,Bank staff,pay,2132.99,Demo posting Bank staff,DEMO-INV-29997
LW-00000293,2025-09-18,2025-09,CC-MH-210,6100,Agency nursing,pay,2026.63,Demo posting Agency nursing,DEMO-INV-95641
LW-00000294,2025-09-23,2025-09,CC-CORP-900,6100,Agency nursing,pay,2289.63,Demo posting Agency nursing,DEMO-INV-63242
LW-00000295,2025-09-01,2025-09,CC-URG-401,6100,Agency nursing,pay,1832.65,Demo posting Agency nursing,DEMO-INV-53487
LW-00000296,2025-09-26,2025-09,CC-CORP-900,6200,Bank staff,pay,732.47,Demo posting Bank staff,DEMO-INV-70459
LW-00000297,2025-09-25,2025-09,CC-DEN-115,6100,Agency nursing,pay,768.46,Demo posting Agency nursing,DEMO-INV-75438
LW-00000298,2025-09-02,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,1652.31,Demo posting Medical supplies,DEMO-INV-51237
LW-00000299,2025-09-17,2025-09,CC-MH-210,7100,Medical supplies,non-pay,2293.31,Demo posting Medical supplies,DEMO-INV-77106
LW-00000300,2025-09-20,2025-09,CC-PAL-330,7200,Equipment,non-pay,1019.24,Demo posting Equipment,DEMO-INV-21787
LW-00000301,2025-09-18,2025-09,CC-PAL-330,6100,Agency nursing,pay,428.93,Demo posting Agency nursing,DEMO-INV-18412
LW-00000302,2025-09-01,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,1543.76,Demo posting Medical supplies,DEMO-INV-65410
LW-00000303,2025-09-01,2025-09,CC-URG-401,7200,Equipment,non-pay,1917.59,Demo posting Equipment,DEMO-INV-86605
LW-00000304,2025-09-29,2025-09,CC-DEN-115,6100,Agency nursing,pay,797.8,Demo posting Agency nursing,DEMO-INV-85582
LW-00000305,2025-09-13,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1166.19,Demo posting Medical supplies,DEMO-INV-39757
LW-00000306,2025-09-09,2025-09,CC-URG-401,7200,Equipment,non-pay,1353.45,Demo posting Equipment,DEMO-INV-13710
LW-00000307,2025-09-03,2025-09,CC-DEN-115,7200,Equipment,non-pay,789.63,Demo posting Equipment,DEMO-INV-98117
LW-00000308,2025-09-04,2025-09,CC-PAL-330,6100,Agency nursing,pay,2225.39,Demo posting Agency nursing,DEMO-INV-59185
LW-00000309,2025-09-09,2025-09,CC-DEN-115,6100,Agency nursing,pay,2141.02,Demo posting Agency nursing,DEMO-INV-82165
LW-00000310,2025-09-16,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,2403.66,Demo posting Medical supplies,DEMO-INV-34395
LW-00000311,2025-09-28,2025-09,CC-MH-210,7100,Medical supplies,non-pay,224.83,Demo posting Medical supplies,DEMO-INV-58165
LW-00000312,2025-09-04,2025-09,CC-DEN-115,6200,Bank staff,pay,1912.77,Demo posting Bank staff,DEMO-INV-19529
LW-00000313,2025-09-13,2025-09,CC-DEN-115,7200,Equipment,non-pay,502.88,Demo posting Equipment,DEMO-INV-51579
LW-00000314,2025-09-02,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,1450.29,Demo posting Medical supplies,DEMO-INV-95681
LW-00000315,2025-09-24,2025-09,CC-MH-210,7200,Equipment,non-pay,137.97,Demo posting Equipment,DEMO-INV-56192
LW-00000316,2025-09-14,2025-09,CC-MH-210,7100,Medical supplies,non-pay,1357.58,Demo posting Medical supplies,DEMO-INV-43446
LW-00000317,2025-09-20,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,2256.15,Demo posting Medical supplies,DEMO-INV-73599
LW-00000318,2025-09-26,2025-09,CC-PAL-330,6100,Agency nursing,pay,2259.9,Demo posting Agency nursing,DEMO-INV-90365
LW-00000319,2025-09-18,2025-09,CC-PAL-330,7200,Equipment,non-pay,1672.02,Demo posting Equipment,DEMO-INV-90534
LW-00000320,2025-09-29,2025-09,CC-PAL-330,6200,Bank staff,pay,1848.53,Demo posting Bank staff,DEMO-INV-44655
LW-00000321,2025-09-28,2025-09,CC-CORP-900,6200,Bank staff,pay,765.67,Demo posting Bank staff,DEMO-INV-75215
LW-00000322,2025-09-24,2025-09,CC-PAL-330,7200,Equipment,non-pay,936.28,Demo posting Equipment,DEMO-INV-11197
LW-00000323,2025-09-26,2025-09,CC-MH-210,6200,Bank staff,pay,1751.82,Demo posting Bank staff,DEMO-INV-95806
LW-00000324,2025-09-22,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,909.0,Demo posting Medical supplies,DEMO-INV-46704
LW-00000325,2025-09-23,2025-09,CC-CORP-900,6100,Agency nursing,pay,1417.2,Demo posting Agency nursing,DEMO-INV-78918
LW-00000326,2025-09-22,2025-09,CC-CORP-900,6100,Agency nursing,pay,1593.37,Demo posting Agency nursing,DEMO-INV-27917
LW-00000327,2025-09-25,2025-09,CC-MH-210,6100,Agency nursing,pay,1558.28,Demo posting Agency nursing,DEMO-INV-40619
LW-00000328,2025-09-12,2025-09,CC-DEN-115,6100,Agency nursing,pay,1037.49,Demo posting Agency nursing,DEMO-INV-46842
LW-00000329,2025-09-13,2025-09,CC-URG-401,7200,Equipment,non-pay,2004.35,Demo posting Equipment,DEMO-INV-21004
LW-00000330,2025-09-28,2025-09,CC-PAL-330,6100,Agency nursing,pay,2305.78,Demo posting Agency nursing,DEMO-INV-94764
LW-00000331,2025-09-09,2025-09,CC-CORP-900,7200,Equipment,non-pay,377.36,Demo posting Equipment,DEMO-INV-87070
LW-00000332,2025-09-04,2025-09,CC-URG-401,7100,Medical supplies,non-pay,706.43,Demo posting Medical supplies,DEMO-INV-20114
LW-00000333,2025-09-02,2025-09,CC-PAL-330,7200,Equipment,non-pay,2354.96,Demo posting Equipment,DEMO-INV-38794
LW-00000334,2025-09-24,2025-09,CC-URG-401,6100,Agency nursing,pay,1980.11,Demo posting Agency nursing,DEMO-INV-60313
LW-00000335,2025-09-25,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,1240.27,Demo posting Medical supplies,DEMO-INV-36267
LW-00000336,2025-09-21,2025-09,CC-MH-210,6100,Agency nursing,pay,570.27,Demo posting Agency nursing,DEMO-INV-21056
LW-00000337,2025-09-13,2025-09,CC-MH-210,6200,Bank staff,pay,2059.35,Demo posting Bank staff,DEMO-INV-26509
LW-00000338,2025-09-30,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,2332.5,Demo posting Medical supplies,DEMO-INV-30076
LW-00000339,2025-09-15,2025-09,CC-MH-210,7200,Equipment,non-pay,1663.94,Demo posting Equipment,DEMO-INV-91938
LW-00000340,2025-09-12,2025-09,CC-DEN-115,6200,Bank staff,pay,1090.19,Demo posting Bank staff,DEMO-INV-13278
LW-00000341,2025-09-12,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,1977.05,Demo posting Medical supplies,DEMO-INV-60841
LW-00000342,2025-09-18,2025-09,CC-URG-401,6200,Bank staff,pay,651.34,Demo posting Bank staff,DEMO-INV-75138
LW-00000343,2025-09-08,2025-09,CC-PAL-330,7200,Equipment,non-pay,2007.99,Demo posting Equipment,DEMO-INV-27001
LW-00000344,2025-09-23,2025-09,CC-CORP-900,6200,Bank staff,pay,801.28,Demo posting Bank staff,DEMO-INV-68807
LW-00000345,2025-09-02,2025-09,CC-CORP-900,7200,Equipment,non-pay,1878.56,Demo posting Equipment,DEMO-INV-75603
LW-00000346,2025-09-19,2025-09,CC-MH-210,7100,Medical supplies,non-pay,1605.16,Demo posting Medical supplies,DEMO-INV-96552
LW-00000347,2025-09-24,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,2141.04,Demo posting Medical supplies,DEMO-INV-13969
LW-00000348,2025-09-24,2025-09,CC-URG-401,7200,Equipment,non-pay,302.67,Demo posting Equipment,DEMO-INV-95860
LW-00000349,2025-09-16,2025-09,CC-PAL-330,7100,Medical supplies,non-pay,738.6,Demo posting Medical supplies,DEMO-INV-21985
LW-00000350,2025-09-22,2025-09,CC-DEN-115,7200,Equipment,non-pay,844.36,Demo posting Equipment,DEMO-INV-10961
LW-00000351,2025-09-09,2025-09,CC-URG-401,7200,Equipment,non-pay,1223.98,Demo posting Equipment,DEMO-INV-10448
LW-00000352,2025-09-18,2025-09,CC-PAL-330,6100,Agency nursing,pay,2249.97,Demo posting Agency nursing,DEMO-INV-74347
LW-00000353,2025-09-04,2025-09,CC-DEN-115,6100,Agency nursing,pay,987.41,Demo posting Agency nursing,DEMO-INV-45154
LW-00000354,2025-09-30,2025-09,CC-CORP-900,6200,Bank staff,pay,118.09,Demo posting Bank staff,DEMO-INV-69434
LW-00000355,2025-09-18,2025-09,CC-DEN-115,6100,Agency nursing,pay,1796.22,Demo posting Agency nursing,DEMO-INV-41119
LW-00000356,2025-09-26,2025-09,CC-URG-401,7200,Equipment,non-pay,1652.42,Demo posting Equipment,DEMO-INV-95809
LW-00000357,2025-09-22,2025-09,CC-URG-401,6200,Bank staff,pay,173.86,Demo posting Bank staff,DEMO-INV-34053
LW-00000358,2025-09-28,2025-09,CC-PAL-330,7200,Equipment,non-pay,2183.75,Demo posting Equipment,DEMO-INV-45688
LW-00000359,2025-09-05,2025-09,CC-MH-210,7100,Medical supplies,non-pay,1598.18,Demo posting Medical supplies,DEMO-INV-43636
LW-00000360,2025-09-17,2025-09,CC-CORP-900,7200,Equipment,non-pay,887.35,Demo posting Equipment,DEMO-INV-18640
LW-00000361,2025-09-20,2025-09,CC-DEN-115,7200,Equipment,non-pay,57.95,Demo posting Equipment,DEMO-INV-28311
LW-00000362,2025-09-12,2025-09,CC-MH-210,6200,Bank staff,pay,2438.59,Demo posting Bank staff,DEMO-INV-70418
LW-00000363,2025-09-19,2025-09,CC-PAL-330,6200,Bank staff,pay,2325.58,Demo posting Bank staff,DEMO-INV-16864
LW-00000364,2025-09-19,2025-09,CC-CORP-900,6200,Bank staff,pay,2322.58,Demo posting Bank staff,DEMO-INV-26008
LW-00000365,2025-09-26,2025-09,CC-CORP-900,6200,Bank staff,pay,1682.0,Demo posting Bank staff,DEMO-INV-76206
LW-00000366,2025-09-23,2025-09,CC-DEN-115,7200,Equipment,non-pay,1132.98,Demo posting Equipment,DEMO-INV-56910
LW-00000367,2025-09-18,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,665.36,Demo posting Medical supplies,DEMO-INV-43194
LW-00000368,2025-09-16,2025-09,CC-URG-401,7100,Medical supplies,non-pay,96.75,Demo posting Medical supplies,DEMO-INV-87914
LW-00000369,2025-09-13,2025-09,CC-CORP-900,6100,Agency nursing,pay,1153.48,Demo posting Agency nursing,DEMO-INV-88194
LW-00000370,2025-09-29,2025-09,CC-DEN-115,7200,Equipment,non-pay,267.82,Demo posting Equipment,DEMO-INV-31558
LW-00000371,2025-09-19,2025-09,CC-CORP-900,7100,Medical supplies,non-pay,368.55,Demo posting Medical supplies,DEMO-INV-66642
LW-00000372,2025-09-18,2025-09,CC-DEN-115,6200,Bank staff,pay,2413.1,Demo posting Bank staff,DEMO-INV-39415
LW-00000373,2025-09-14,2025-09,CC-DEN-115,6200,Bank staff,pay,673.25,Demo posting Bank staff,DEMO-INV-45134
LW-00000374,2025-09-03,2025-09,CC-PAL-330,6100,Agency nursing,pay,193.64,Demo posting Agency nursing,DEMO-INV-70710
LW-00000375,2025-09-05,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,1900.73,Demo posting Medical supplies,DEMO-INV-44729
LW-00000376,2025-09-25,2025-09,CC-MH-210,6200,Bank staff,pay,312.06,Demo posting Bank staff,DEMO-INV-61265
LW-00000377,2025-09-13,2025-09,CC-CORP-900,7200,Equipment,non-pay,2455.69,Demo posting Equipment,DEMO-INV-21812
LW-00000378,2025-09-10,2025-09,CC-URG-401,7200,Equipment,non-pay,2038.95,Demo posting Equipment,DEMO-INV-85491
LW-00000379,2025-09-05,2025-09,CC-URG-401,6100,Agency nursing,pay,2435.3,Demo posting Agency nursing,DEMO-INV-77788
LW-00000380,2025-09-01,2025-09,CC-DEN-115,7100,Medical supplies,non-pay,1101.74,Demo posting Medical supplies,DEMO-INV-73656
LW-00000381,2025-09-27,2025-09,CC-PAL-330,7200,Equipment,non-pay,1642.21,Demo posting Equipment,DEMO-INV-35215
LW-00000382,2025-09-13,2025-09,CC-PAL-330,6200,Bank staff,pay,1543.85,Demo posting Bank staff,DEMO-INV-42224
LW-00000383,2025-09-29,2025-09,CC-MH-210,6200,Bank staff,pay,2474.7,Demo posting Bank staff,DEMO-INV-52022
LW-00000384,2025-09-01,2025-09,CC-URG-401,6200,Bank staff,pay,1007.88,Demo posting Bank staff,DEMO-INV-64857
LW-00000385,2025-09-14,2025-09,CC-MH-210,6200,Bank staff,pay,1803.55,Demo posting Bank staff,DEMO-INV-42042
LW-00000386,2025-09-29,2025-09,CC-MH-210,6200,Bank staff,pay,2297.0,Demo posting Bank staff,DEMO-INV-46744
LW-00000387,2025-09-02,2025-09,CC-PAL-330,7200,Equipment,non-pay,877.75,Demo posting Equipment,DEMO-INV-64027
LW-00000388,2025-09-15,2025-09,CC-DEN-115,7200,Equipment,non-pay,1717.43,Demo posting Equipment,DEMO-INV-57014
LW-00000389,2025-09-07,2025-09,CC-URG-401,7100,Medical supplies,non-pay,1436.55,Demo posting Medical supplies,DEMO-INV-91551
